Género;¿Te identificás como LGBT+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?;Rango Edad;Discapacidad;Máximo nivel de formación;Carrera;¿En qué tipo de universidad estudiaste tu carrera de grado?;País;Provincia donde trabajas;Trabajo;Rubro de la empresa;Cantidad de Empleados;Origen del capital;¿Cuántas personas integran el área de RRHH?;¿En qué puesto trabajás?;Tipo de contratación;¿Cuál es tu función principal en RRHH?;¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?;¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año);¿Cuántos años de experiencia tenés en RRHH?;¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones);¿Qué beneficios tenés?;¿Recibís bonos?;¿Tuviste ajustes por inflación en 2020?;¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2020?;Mes del último ajuste;¿Trabajás en proyectos independientes además de tu empleo?;¿Qué sistema de gestión de RRHH usan en tu empresa?;¿Cómo se llama el área en tu empresa?;¿Se podía tomar mate en las oficinas de tu empresa? (antes del COVID-19);¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?;¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?;¿Cuántos contactos tenés en LinkedIn? (poné 0 si no tenés cuenta de LinkedIn);¿Qué tan satisfecho estás con tu empresa?;¿Estás buscando trabajo?;¿Qué beneficios te gustaría tener?;Definí a RRHH con una sola palabra;¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?;¿Estás trabajando desde tu casa?;¿Qué elementos te proveyó la empresa para que puedas trabajar desde tu casa?;¿Cómo valorarías la gestión de tu empresa en este nuevo contexto?;¿Cómo estás registrado/a fiscalmente?;¿Hace cuántos años trabajás como freelance?;¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19);¿Exportás tus servicios?;Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?;¿Aceptás pagos en cuotas?;¿Trabajás con otros freelancers de tu mismo rubro?;¿Tu servicio principal está relacionado con búsqueda y selección?;¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?;¿Trabajás a riesgo?;¿Cuál es el coeficiente que cobrás por tus servicios?;El coeficiente lo calculás sobre:;¿Ofrecés garantía?;¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere);¿Cuál es el valor hora promedio que ofrecés? (moneda local)
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;Hasta 51;Nacional;0;Cuidado;Full time;Ninguno;0;2;0;16.500;Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Préstamos, Comedor / Almuerzos;No recibo bono;1 solo;1000;Mayo;No;Ninguno;Ninguna;Si, está permitido;No;0%;5;5;No estoy buscando cambiar;Trabajar más días,tal vez no así poder ganar un poco más de dinero.tener gimnasio estaría bueno y tal vez un auto ya que vivo muy lejos pero no creo que eso sea posible.;La carrera que elegí y en la que quiero desarrollar mí potencial en el área administración de organizaciones sindicales.;Preguntarme a dónde vamos el anuncio.me pareció poco creativo.;No;No estoy trabajando en home office;5;;;;;;;;;;;;;;;
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Freelance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Monotributista;1;Casa;No;No ;Si, frecuentemente;Si;Si;Si;No;30;Remuneración mensual del ingresante;No ofrezco garantía;;
Femenino;No;Entre 31 y 35;No tengo ninguna discapacidad;Terciario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Chubut;Relación de Dependencia;Servicios de salud;Entre 101 y 250;Nacional;3;Jefe;Full time;Todos ellos;2;5;10;150.000;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Reintegros en capacitación, Home office;Un sueldo;No tuve ajustes;0;Diciembre;No;Tango;Recursos Humanos;Si, está permitido;No;;;5;No estoy buscando cambiar;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 31 y 35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Educación;Entre 501 y 1.000;Nacional;5;Analista;Part time;Generalista;0;1;10;43875;No tengo beneficios adicionales;No recibo bono;2 ajustes;30;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0%;113;2;Sí, activamente;Medicina prepaga, comedor en planta;Nefasto;Si tenía alguien para cuidar a mis hijos;Si;Computadora / Laptop;2;;;;;;;;;;;;;;;
Femenino;No;Hasta 25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Hotelería, restauración, turismo;Hasta 51;Nacional;0;Administrativo;Full time;apoyo al área de administración;0;3;0;22500;No tengo beneficios adicionales;Dos sueldos;No tuve ajustes;0;;Si, en emprendimiento no relacionado con RRHH;Tango;Oficina de Personal;No, está prohibido;Si;40%;434;2;Sí, activamente;flexibilidad laboral,  buen clima laboral y beneficios;talento;por qué sigo viviendo con mis padres? si tengo auto a mi nombre?;No;No estoy trabajando en home office;2;;;;;;;;;;;;;;;
Masculino;Si;Entre 36 y 40;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;Entre 101 y 250;Nacional;5;Gerente;Full time;Generalista;4;1;20;230000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Abono de celular, Home office, Comedor / Almuerzos;No recibo bono;2 ajustes;23;Julio;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;No, está prohibido;No;0%;3500;3;No,  pero escucho ofertas;Bono;Compromiso;Que marca de pañales usan mis hijos;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;;;;;;;;;;;;;;;
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;Entre 1.001 y 2.500;Nacional;11;Responsable;Full time;Generalista;10;3;5;170000;Medicina prepaga / Plan de salud, Tarjeta de descuento;Un sueldo;2 ajustes;0;Agosto;No;RH Pro;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;Si;Hasta 25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;No;Entre 31 y 35;No tengo ninguna discapacidad;Maestría completa;Abogacía;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;Más de 10.000;Multinacional;5000;Responsable;Full time;People Analytics;1;3;8;95000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Abono de internet, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Dos sueldos;3 o más ajustes;48;Septiembre;Si, en emprendimiento relacionado con RRHH;Workday;Recursos Humanos;Si, está permitido;Si;90%;7000;5;Sí, activamente;Sueldo en dolares;Anticuado;Preguntarme por mi inclinación política;Si;Computadora / Laptop, No me enviaron ni reintegraron nada;5;;;;;;;;;;;;;;;
Masculino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Agricultura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 41 y 45;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;Entre 501 y 1.000;Nacional;7;HRBP;Full time;Diseño organizacional;2;10;14;130000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Reintegros en capacitación, Home office;Un sueldo;1 solo;20;Septiembre;No;No tenemos sistema de gestión;Capital Humano;Si, está permitido;No;0%;7000;5;No,  pero escucho ofertas;;;;;;;;;;;;;;;;;;;;;
Masculino;Si;Hasta 25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Construcción;Más de 10.000;Multinacional;40;Analista;Plazo Fijo;Reclutamiento y selección;0;3;3;54000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;2 ajustes;10;Septiembre;No;SAP / SuccessFactors;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario completo;Economia;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;Si;Entre 31 y 35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;Entre 251 y 500;Multinacional;7;Analista;Full time;Payroll / Liquidación de sueldos;1;3;3;67000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;No recibo bono;2 ajustes;39;Agosto;No;RH Pro;Recursos Humanos;Si, está permitido;No;30%;1500;3;No,  pero escucho ofertas;Charter;Servicios;No recuerdo;Si;Computadora / Laptop, Silla ergonómica, Headset;3;;;;;;;;;;;;;;;
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Maestría completa;Relaciones Internacionales;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;Entre 501 y 1.000;Nacional;25;HRBP;Full time;Generalista;0;8;6;84500;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Abono de celular, Idiomas, Home office;Un sueldo;2 ajustes;32;Septiembre;No;HC Work;Recursos Humanos;Si, está permitido;No;10%;4100;3;Sí, activamente;Homeoffice y días extra de vacaciones;Pasión;;Si;Computadora / Laptop, Kit sanitizante;3;;;;;;;;;;;;;;;
Masculino;No;Entre 46 y 50;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Pública;Ecuador;;Relación de Dependencia;Otros;Entre 1.001 y 2.500;Multinacional;12;Gerente;Full time;RSE;11;6;20;4000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Seguro de vida (adicionales a los de ley), Comedor / Almuerzos, Charter / Servicio de transporte;No recibo bono;1 solo;0.5;Julio;No;Desarrollado por el área de Sistemas de la empresa;Recursos Humanos;No se suele tomar mate en este país;No;0%;560;4;No,  pero escucho ofertas;Plan vehículo;Bienestar;No recuerdo;No;Abono de celular;3;;;;;;;;;;;;;;;
Masculino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario completo;Economia;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Bancos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;No;Entre 46 y 50;No tengo ninguna discapacidad;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Alimentación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 31 y 35;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Neuquén;Relación de Dependencia;Otros;Entre 101 y 250;Nacional;3;Responsable;Full time;Payroll / Liquidación de sueldos;0;0;8;84000;Medicina prepaga / Plan de salud, Horarios flexibles;Menos de un sueldo;No tuve ajustes;0;;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0%;400;4;No estoy buscando cambiar;Nose;Adaptabilidad;Que problema tenia ya que habia rotacion en mi cv;No;No estoy trabajando en home office;4;;;;;;;;;;;;;;;
Masculino;Si;Entre 26 y 30;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Producción de metales básicos;Entre 51 y 100;Multinacional;2;Administrativo;Full time;Administración de personal;0;3;3;40000;Medicina prepaga / Plan de salud, Frutas y snacks, Abono de celular, Comedor / Almuerzos, Charter / Servicio de transporte;No recibo bono;No tuve ajustes;6;Enero;No;No tenemos sistema de gestión;Oficina de Personal;Si, está permitido;No;0%;30;3;Sí, activamente;Capacitaciones del area;Dinamico;;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;;;;;;;;;;;;;;;
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;RRHH&Coaching ontologico profesional.;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Alimentación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;No;Entre 41 y 45;No tengo ninguna discapacidad;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Textiles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;Prefiero no responder;Entre 26 y 30;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;Entre 1.001 y 2.500;Multinacional;15;Analista;Full time;Capacitación y desarrollo;1;9;4;90000;Medicina prepaga / Plan de salud, Abono de internet, Idiomas, Home office;No recibo bono;2 ajustes;20;Agosto;No;Enlatado propio;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 31 y 35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Ingeniería mecánica;Entre 51 y 100;Nacional;1;Responsable;Full time;Generalista;0;5;11;102000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Préstamos, Posgrados, Home office;Un sueldo;2 ajustes;20;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0%;740;4;No,  pero escucho ofertas;Traslado / Home Office / Aprendizaje de nuevas áreas dentro de RRHH;Corazón;;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;;;;;;;;;;;;;;;
Masculino;No;Entre 46 y 50;No tengo ninguna discapacidad;Maestría completa;ING.sistemas;Universidad Privada;Perú;;Relación de Dependencia;Servicios de salud;Entre 101 y 250;Nacional;20;Analista;Full time;People Analytics;0;10;3;5500;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Seguro de vida (adicionales a los de ley);Menos de un sueldo;2 ajustes;10;Octubre;Si, en emprendimiento relacionado con RRHH;Tango;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Masculino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Hasta 25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;Entre 101 y 250;Multinacional;4;Analista;Full time;Generalista;0;2;2;2;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Gimnasio, Idiomas;No recibo bono;2 ajustes;20;Diciembre;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;20%;200;3;No,  pero escucho ofertas;.;Colaboración;.;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 31 y 35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;Hasta 51;Nacional;1;Jefe;Part time;Administración de personal;0;4;10;76000;Frutas y snacks, Abono de celular, Home office;No recibo bono;1 solo;27;Septiembre;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0%;500;3;No,  pero escucho ofertas;flexibilidad horaria vacaciones adicionales;intermediario;n;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Abono de celular;3;;;;;;;;;;;;;;;
Femenino;No;Entre 41 y 45;Visual;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario en curso;Abogacía;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;Entre 1.001 y 2.500;Nacional;9;Analista;Full time;Generalista;0;0;8;73000;Comedor / Almuerzos;No recibo bono;2 ajustes;15;Agosto;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0%;100;3;No,  pero escucho ofertas;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 26 y 30;Obesidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;Entre 101 y 250;Nacional;2;Administrativo;Full time;Generalista;0;2;4;45000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;2;Febrero;No;America;Recursos Humanos;Si, está permitido;No;;1650;2;Sí, activamente;;;;No;No me enviaron ni reintegraron nada;1;;;;;;;;;;;;;;;
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industrias químicas;Hasta 51;Nacional;1;Analista;Full time;Generalista;0;2;6;89000;Comedor / Almuerzos;No recibo bono;3 o más ajustes;44.5;Septiembre;No;Tango;Recursos Humanos;Si, está permitido;No;0%;3300;1;Sí, activamente;Medicina Prepaga;EMPATIA ;ninguna creo.;No;No estoy trabajando en home office;1;;;;;;;;;;;;;;;
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;Entre 101 y 250;Multinacional;3;Responsable;Full time;Reclutamiento y selección;2;0;6;130000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Idiomas, Home office;No recibo bono;1 solo;32;Septiembre;No;Bamboo HR;People Experience;Si, está permitido;Si;50%;4900;5;No,  pero escucho ofertas;Bonos por OKRs;todologos;-;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;5;;;;;;;;;;;;;;;
Femenino;No;Entre 31 y 35;No tengo ninguna discapacidad;Universitario completo;Economia;Universidad Pública;Uruguay;;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;Entre 501 y 1.000;Multinacional;17;Responsable;Full time;People Analytics;0;4;3;110000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Reintegros en capacitación, Idiomas, Home office;Un sueldo;1 solo;7;Octubre;No;Microsoft Dynamics;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 36 y 40;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios públicos (agua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Femenino;No;Entre 51 y 55 años;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Freelance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Monotributista;15;Todos, según necesidad;No;No trabajo para el exterior;Si, frecuentemente;Si;Si;No;No;12;Remuneración anual del ingresante;3 meses;;
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;Entre 251 y 500;Multinacional;6;Analista;Full time;Comunicación interna;1;2;5;65000;Medicina prepaga / Plan de salud, Frutas y snacks, Seguro de vida (adicionales a los de ley), Préstamos, Posgrados, Idiomas;No recibo bono;2 ajustes;30;Junio;No;Raet;Recursos Humanos;Si, está permitido;Si;50%;300;5;No estoy buscando cambiar;Bono anual ;Empatia ;;;;;;;;;;;;;;;;;;;
Femenino;No;Hasta 25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;Entre 101 y 250;Nacional;4;HRBP;Plazo Fijo;Reclutamiento y selección;2;1.5;4.5;67.000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Home office;No recibo bono;2 ajustes;15;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;10%;15500;4;No,  pero escucho ofertas;Prepaga para grupo y capacitaciones ;Personas ;Me han pedido que les arregle el pelo antes de que llegue el socio a cargo ;Si;Computadora / Laptop, Abono de celular;3;;;;;;;;;;;;;;;
Femenino;No;Entre 41 y 45;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Freelance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Monotributista;10;Casa;Si;PayPal;No;No;No;;;;;;Asesoría legal;100
Femenino;No;Entre 26 y 30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;Entre 1.001 y 2.500;Nacional;9;Administrativo;Full time;Generalista;0;2;2;56000;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;No tuve ajustes;20;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0%;0;3;No,  pero escucho ofertas;Home office, día cumpleaños flexible, bonos, ;;;;;;;;;;;;;;;;;;;;
Femenino;Si;Entre 31 y 35;No tengo ninguna discapacidad;Universitario en curso;Psicologia;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios de consultoría;Entre 51 y 100;Nacional;3;Analista;Full time;Payroll / Liquidación de sueldos;0;0;2;46000;Medicina prepaga / Plan de salud, Home office;No recibo bono;No tuve ajustes;10;Octubre;No;RH Pro;Payroll;Si, está permitido;No;0%;300;3;No,  pero escucho ofertas;Almuerzo y gimnasio;Indispensable;Me han precintado varias veces:  pensas en casarte o tener hijos este año? ;Si;Computadora / Laptop, Silla ergonómica;4;;;;;;;;;;;;;;;
Masculino;No;Entre 31 y 35;No tengo ninguna discapacidad;Maestría completa;Economia y RR.HH;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;Entre 251 y 500;Multinacional;6;HRBP;Full time;Payroll / Liquidación de sueldos;0;0;11;120000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Idiomas, Home office, Comedor / Almuerzos, Charter / Servicio de transporte;Un sueldo;2 ajustes;30;Octubre;No;Workday;;;;;;;;;;;;;;;;;;;;;;;;;;;;
